0	-0.005345137566990598	-0.004642390396828487
137	-0.00337531595365741	-0.001405494340324221
274	0.0005536795886125719	0.0025447965707385517
411	0.0038331663827024212	0.004578504290450114
547	0.0042697214429546415	0.003354020584864618
684	0.001575857290666551	-0.00031943053189186844
822	-0.002438319726774596	-0.0040141770174411465
960	-0.005153479247855477	-0.005228013038630247
1099	-0.004631742712432092	-0.0030984761593511236
1237	-0.0012564267587746826	0.0009157008580900228
1376	0.002683216467891695	0.004088710808215916
1514	0.0044933228152789495	0.00424842607416185
1653	0.0029707039465943766	0.001299017496360265
1791	-0.000883757804900836	-0.0027577502586664643
1929	-0.0044294367089005755	-0.005164126932251873
2069	-0.005249308407423038	-0.0042697214429546415
2207	-0.0027683979430628593	-0.0006814518013693193
2345	0.0012883698119638693	0.003141066896936706
2484	0.004184539967783476	0.004599799659242905
2622	0.003928995542269982	0.002704511836684486
2761	0.0007133948545585061	-0.0012564267587746826
2899	-0.003279486794089849	-0.00458915197484651
3038	-0.005334489882594202	-0.005015059350702334
3176	-0.004056767755026729	-0.00225730909203587
3314	-0.0003087828474954728	0.0018101063473872545
3453	0.003364668269261014	0.0044294367089005755
3591	0.004440084393296971	0.0038118710139096296
3729	0.002204070670053892	0.0003620212694774509
3868	-0.00182075403178365	-0.0035456789039997392
4006	-0.004908582506738378	-0.005259956091819433
4145	-0.004951173244323961	-0.0036308603791709044
4283	-0.0019165831913512106	0.00025554442551349474
4422	0.0021401845636755184	0.0037586325919276515
4561	0.0044294367089005755	0.0044613797620897625
4699	0.0034072590068465964	0.0018952878225584192
4837	-0.0002342490567207035	-0.002172127616864705
4976	-0.004003529333044751	-0.004983116297513148
5114	-0.005345137566990598	-0.004642390396828487
