0	-0.050076059716248573	-0.049980230556681014
137	-0.050076059716248573	-0.049980230556681014
275	-0.050076059716248573	-0.049980230556681014
412	-0.050076059716248573	-0.049980230556681014
549	-0.05008670740064497	-0.049980230556681014
687	0.01099905798147667	0.04974598149996031
824	0.04962885697159996	0.04974598149996031
963	0.04962885697159996	0.04974598149996031
1102	0.04962885697159996	0.0497566291843567
1241	0.04962885697159996	0.0497566291843567
1380	0.04962885697159996	0.0497566291843567
1519	0.04962885697159996	0.0497566291843567
1657	0.04962885697159996	-0.03553132283077216
1795	-0.050076059716248573	-0.049980230556681014
1934	-0.050076059716248573	-0.049980230556681014
2072	-0.050076059716248573	-0.049980230556681014
2211	-0.050076059716248573	-0.049980230556681014
2349	-0.050076059716248573	-0.049980230556681014
2488	-0.050076059716248573	-0.049980230556681014
2626	-0.050076059716248573	-0.049852458343924266
2765	0.04962885697159996	0.0497566291843567
2903	0.04962885697159996	0.0497566291843567
3041	0.04962885697159996	0.04974598149996031
3179	0.04962885697159996	0.0497566291843567
3318	0.049618209287203556	0.0497566291843567
3457	0.04962885697159996	0.0497566291843567
3595	0.04962885697159996	0.0497566291843567
3733	0.024681332430845034	-0.049980230556681014
3872	-0.050076059716248573	-0.049980230556681014
4010	-0.050076059716248573	-0.049980230556681014
4148	-0.050076059716248573	-0.049980230556681014
4287	-0.050076059716248573	-0.049980230556681014
4425	-0.050076059716248573	-0.049980230556681014
4564	-0.05008670740064497	-0.049980230556681014
4702	-0.05008670740064497	-0.0006282133793873413
4841	0.049618209287203556	0.0497566291843567
4979	0.049618209287203556	0.0497566291843567
5118	0.049618209287203556	0.0497672768687531
